locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
8138,BETB006,Brussels-Capital Region,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,20,µg/m³,50.8386311880319,4.37438828335274
4932,BETR240,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,19.5755,µg/m³,50.583614,5.397446
4923,BETN052,West-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,22.9,µg/m³,50.8148738703176,3.32249431903728
4935,BETR891,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,2,µg/m³,51.2558066447111,4.38535982604938
4857,BETR223,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,co,200,µg/m³,50.620671,5.516405
4864,BETN113,Luxembourg,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,o3,108.5,µg/m³,50.0270290177478,5.59301691406644
4867,BETN093,Namur,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,18.271,µg/m³,50.274478,5.235169
4910,BETR511,Hainaut,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,19.092,µg/m³,50.377592,4.4247
4914,BETN060,Hainaut,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,20.271,µg/m³,50.6167184021922,3.45762442718173
3126,BETN070,Hainaut,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,31.271,µg/m³,50.4651921568256,3.93971432552384
4922,BETM204,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,20.771,µg/m³,50.6119227069516,5.61114976281943
4893,BELHB23,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,0.5,µg/m³,51.1702980388321,4.34100506456284
4877,BETN085,Luxembourg,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,1,µg/m³,50.303208,6.001736
4555,BETN043,Brussels-Capital Region,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,1.7,µg/m³,50.8835598117798,4.38296325180234
4865,BETN100,Namur,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,0,µg/m³,50.095683,4.594763
4882,BETN046,Limburg,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,o3,33.5,µg/m³,50.8822988262256,5.61887398523951
4860,BETR222,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,co,180,µg/m³,50.613413,5.570223
4926,BETN029,West-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,8.5,µg/m³,51.01628,2.582323
4900,BETE715,West-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,8,µg/m³,51.2458642170723,3.17498420168089
4923,BETN052,West-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,15.51,µg/m³,50.8148738703176,3.32249431903728
3448,BETMEU1,Brussels-Capital Region,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,18,µg/m³,50.895101,4.392718
4879,BETR020,Vlaams-Brabant,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,28.67,µg/m³,50.9413871149913,4.43672076353407
4920,BETR001,Brussels-Capital Region,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,o3,87.5,µg/m³,50.849665,4.33382
4894,BETN016,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,16.45,µg/m³,51.2336522065588,5.16397884633176
4860,BETR222,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,1,µg/m³,50.613413,5.570223
4932,BETR240,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,32.271,µg/m³,50.583614,5.397446
4869,BETR817,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,22.56,µg/m³,51.1771308881904,4.41794863777773
4878,BETR801,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,o3,85,µg/m³,51.209663,4.431821
4923,BETN052,West-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,6.5,µg/m³,50.8148738703176,3.32249431903728
4892,BELOB02,West-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,18.33,µg/m³,50.9149529612786,3.37621163108602
4881,BETN054,Limburg,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,14,µg/m³,50.7117060941316,5.10315860945395
4931,BETR897,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,1,µg/m³,51.2501064987036,4.34210451132214
3450,BETM802,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,22.56,µg/m³,51.2609897078635,4.42439900693533
3450,BETM802,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,29.9,µg/m³,51.2609897078635,4.42439900693533
8137,BELSA04,Antwerpen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,24.44,µg/m³,51.3139288945411,4.40386813974961
4857,BETR223,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,22.1,µg/m³,50.620671,5.516405
4877,BETN085,Luxembourg,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,11.356,µg/m³,50.303208,6.001736
2943,BETR221,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,o3,46,µg/m³,50.658444,5.627835
4912,BETR502,Hainaut,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,o3,50.5,µg/m³,50.428995,4.458681
4925,BETR892,Oost-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,43,µg/m³,51.2630368232114,4.27888997650593
4908,BETE007,Vlaams-Brabant,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,9.5,µg/m³,50.7952986270859,4.25262845287286
4925,BETR892,Oost-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,0,µg/m³,51.2630368232114,4.27888997650593
4892,BELOB02,West-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,25.9,µg/m³,50.9149529612786,3.37621163108602
4910,BETR511,Hainaut,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm10,30.771,µg/m³,50.377592,4.4247
4895,BETN066,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,o3,27,µg/m³,50.6288602602161,6.00232868693696
4864,BETN113,Luxembourg,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,5.5,µg/m³,50.0270290177478,5.59301691406644
4917,BETR731,Oost-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,23.5,µg/m³,51.1246905122968,3.73950422044193
3360,BETR830,Oost-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,14,µg/m³,51.3182286306783,4.26263372958256
4865,BETN100,Namur,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,pm25,16.6745,µg/m³,50.095683,4.594763
4918,BETR721,Oost-Vlaanderen,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,so2,0,µg/m³,51.0889577240613,3.71611937069602
4895,BETN066,Liege,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,no2,7.5,µg/m³,50.6288602602161,6.00232868693696
4463,BETN132,Luxembourg,BE,2022-08-19T01:00:00+00:00,2022-08-19T03:00:00+02:00,co,160,µg/m³,49.719281,5.630398
